new_rank	lemma	new_band	in_trki	source
1419	неприятность	2	False	subtitle
1421	подружка	2	False	subtitle
1431	преследовать	2	False	subtitle
1434	ранить	2	False	subtitle
1436	голодный	2	False	subtitle
1441	побрать	2	False	subtitle
1443	когда-либо	2	False	subtitle
1446	шлюха	2	False	subtitle
1447	сражаться	2	False	subtitle
1448	извиниться	2	False	subtitle
1451	видеться	2	False	subtitle
1460	вкусный	2	True	subtitle
1462	беременный	2	False	subtitle
1463	миля	2	False	subtitle
1467	угадать	2	False	subtitle
1469	прятаться	2	False	subtitle
1470	ценить	2	False	subtitle
1475	возражать	2	False	subtitle
1486	извиняться	2	False	subtitle
1491	предупредить	2	False	subtitle
1493	сукин	2	False	subtitle
1497	конченый	2	False	subtitle
1499	рисковать	2	False	subtitle
1500	джентльмен	2	False	subtitle
1501	хрен	2	False	subtitle
1509	забавно	2	False	subtitle
1511	влюбить	2	False	subtitle
1519	предать	2	False	subtitle
1523	ботинок	2	True	subtitle
1533	люк	2	False	subtitle
1535	гей	2	False	subtitle
1540	запереть	2	False	subtitle
1547	угрожать	2	False	subtitle
1551	кое-кто	2	False	subtitle
1552	отдохнуть	2	False	subtitle
1553	умолять	2	False	subtitle
1555	проклятие	2	False	subtitle
1558	чёртов	2	False	subtitle
1561	принцесса	2	False	subtitle
1562	док	2	False	subtitle
1565	принц	2	False	subtitle
1570	мамочка	2	False	subtitle
1572	лить	2	False	subtitle
1574	путешествовать	2	True	subtitle
1576	заслужить	2	False	subtitle
1577	инспектор	2	False	subtitle
1580	папочка	2	False	subtitle
1581	отвратительный	2	False	subtitle
1584	наслаждаться	2	False	subtitle
1587	застрелить	2	False	subtitle
1590	виновный	2	False	subtitle
1593	безумие	2	False	subtitle
1594	днк	2	False	subtitle
1596	потратить	2	False	subtitle
1598	грузовик	2	False	subtitle
1599	холодильник	2	True	subtitle
1602	проклятый	2	False	subtitle
1605	шериф	2	False	subtitle
1614	мэр	2	False	subtitle
1616	отвести	2	False	subtitle
1622	чашка	2	True	subtitle
1623	опасно	2	False	subtitle
1624	нападение	2	False	subtitle
1626	невеста	2	False	subtitle
1627	прокурор	2	False	subtitle
1629	рана	2	False	subtitle
1632	внутрь	2	False	subtitle
1634	ошибиться	2	False	subtitle
1636	призрак	2	False	subtitle
1640	бакс	2	False	subtitle
1641	убежать	2	False	subtitle
1642	обвинять	2	False	subtitle
1646	чертовски	2	False	subtitle
1647	пугать	2	False	subtitle
1653	мена	2	False	subtitle
1658	подходящий	2	False	subtitle
1662	мм	2	False	subtitle
1664	рак	2	False	subtitle
1665	кошмар	2	False	subtitle
1667	побыть	2	False	subtitle
1670	мяч	2	False	subtitle
1672	потрясающе	2	False	subtitle
1674	полно	2	False	subtitle
1675	неправда	2	False	subtitle
1677	драться	2	False	subtitle
1678	честной	2	False	subtitle
1679	отменить	2	False	subtitle
1685	секретный	2	False	subtitle
1688	поработать	2	False	subtitle
1692	спрятать	2	False	subtitle
1694	пострадать	2	False	subtitle
1695	штаны	2	False	subtitle
1699	нервничать	2	False	subtitle
1700	присесть	2	False	subtitle
1701	притворяться	2	False	subtitle
1705	похитить	2	False	subtitle
1707	великолепно	2	False	subtitle
1708	безопасный	2	False	subtitle
1709	благодарный	2	False	subtitle
1710	по-прежнему	2	False	subtitle
1712	дождаться	2	False	subtitle
1715	вовремя	2	False	subtitle
1717	причинить	2	False	subtitle
1720	застрять	2	False	subtitle
1724	сериал	2	False	subtitle
1730	ерунда	2	False	subtitle
1733	тренер	2	False	subtitle
1738	срочно	2	False	subtitle
1740	супер	2	False	subtitle
1744	дурацкий	2	False	subtitle
1745	чудесный	2	False	subtitle
1748	наверх	2	False	subtitle
1749	дьявол	2	False	subtitle
1750	куртка	2	True	subtitle
1751	чушь	2	False	subtitle
1752	расстаться	2	False	subtitle
1753	красиво	2	False	subtitle
1765	полдень	2	True	subtitle
1766	дважды	2	False	subtitle
1768	дружище	2	False	subtitle
1769	потрясать	2	False	subtitle
1771	пушка	2	False	subtitle
1773	монстр	2	False	subtitle
1774	трус	2	False	subtitle
1775	болтать	2	False	subtitle
1777	сдаваться	2	False	subtitle
1778	скучный	2	True	subtitle
1781	миссия	2	False	subtitle
1782	тарелка	2	True	subtitle
1785	повсюду	2	False	subtitle
1786	сдаться	2	False	subtitle
1789	упустить	2	False	subtitle
1793	ловушка	2	False	subtitle
1794	совпадение	2	False	subtitle
1795	похороны	2	False	subtitle
1798	ведьма	2	False	subtitle
1802	вампир	2	False	subtitle
1805	одеваться	2	True	subtitle
1808	повесить	2	False	subtitle
1817	винить	2	False	subtitle
1819	завести	2	False	subtitle
1830	передумать	2	False	subtitle
1832	магия	2	False	subtitle
1837	арест	2	False	subtitle
1840	молиться	2	False	subtitle
1844	фунт	2	False	subtitle
1845	справляться	2	False	subtitle
1846	торопиться	2	False	subtitle
1849	влюбиться	2	False	subtitle
1850	задержать	2	False	subtitle
1854	удивительно	2	False	subtitle
1855	поблагодарить	2	False	subtitle
1860	стыдно	2	False	subtitle
1873	чек	2	False	subtitle
1874	по-настоящему	2	False	subtitle
1876	разбираться	2	False	subtitle
1880	м-р	2	False	subtitle
1881	банда	2	False	subtitle
1883	по-другому	2	False	subtitle
1884	выбросить	2	False	subtitle
1890	симпатичный	2	False	subtitle
1891	кусочек	2	False	subtitle
1892	безумный	2	False	subtitle
1894	поиграть	2	False	subtitle
1897	прочь	2	False	subtitle
1900	дерзить	2	False	subtitle
1901	травма	2	False	subtitle
1904	по-твоему	2	False	subtitle
1905	неплохой	2	False	subtitle
1906	издеваться	2	False	subtitle
1910	пообещать	2	False	subtitle
1917	демон	2	False	subtitle
1918	пожениться	2	False	subtitle
1919	ужинать	2	True	subtitle
1926	руль	2	False	subtitle
1930	наедине	2	False	subtitle
1931	ммм	2	False	subtitle
1932	отвалить	2	False	subtitle
1936	пожар	2	False	subtitle
1940	перерыв	2	False	subtitle
1942	направляться	2	False	subtitle
1944	извинение	2	False	subtitle
1950	поживать	2	False	subtitle
1952	холодно	2	False	subtitle
1953	выслушать	2	False	subtitle
1956	обедать	2	True	subtitle
1958	ма	2	False	subtitle
1959	парочка	2	False	subtitle
1961	жалкий	2	False	subtitle
1962	пирог	2	False	subtitle
1966	свинья	2	False	subtitle
1967	малышка	2	False	subtitle
1969	чудесно	2	False	subtitle
1970	маска	2	False	subtitle
1973	самоубийство	2	False	subtitle
1977	сжечь	2	False	subtitle
1981	творить	2	False	subtitle
1984	охотиться	2	False	subtitle
1985	пожелать	2	False	subtitle
1986	потребоваться	2	False	subtitle
1987	дыра	2	False	subtitle
1988	ордер	2	False	subtitle
1990	предупреждать	2	False	subtitle
1994	фургон	2	False	subtitle
1996	мусор	2	False	subtitle
2004	надоесть	3	False	subtitle
2007	отстать	3	False	subtitle
2010	вор	3	False	subtitle
2013	раскрыть	3	False	subtitle
2015	напарник	3	False	subtitle
2016	выпивка	3	False	subtitle
2019	пляж	3	False	subtitle
2029	поискать	3	False	subtitle
2030	угу	3	False	subtitle
2033	псих	3	False	subtitle
2035	сменить	3	False	subtitle
2036	сучка	3	False	subtitle
2037	охранник	3	False	subtitle
2038	поторопиться	3	False	subtitle
2042	двойной	3	False	subtitle
2045	одолжение	3	False	subtitle
2048	пицца	3	False	subtitle
2049	присяжный	3	False	subtitle
2052	во-первых	3	False	subtitle
2053	пёс	3	False	subtitle
2059	очнуться	3	False	subtitle
2060	королевский	3	False	subtitle
2062	ура	3	False	subtitle
2065	вкусно	3	False	subtitle
2066	забавный	3	False	subtitle
2072	гений	3	False	subtitle
2074	крыса	3	False	subtitle
2077	поделиться	3	False	subtitle
2079	жопа	3	False	subtitle
2086	водить	3	False	subtitle
2088	поделать	3	False	subtitle
2092	прикрытие	3	False	subtitle
2098	идеально	3	False	subtitle
2101	зарабатывать	3	False	subtitle
2104	шевелиться	3	False	subtitle
2105	убегать	3	False	subtitle
2106	превратить	3	False	subtitle
2107	испугаться	3	False	subtitle
2110	повредить	3	False	subtitle
2111	подвал	3	False	subtitle
2114	убитый	3	False	subtitle
2116	нибыть	3	False	subtitle
2117	невинный	3	False	subtitle
2126	пацан	3	False	subtitle
2128	сбить	3	False	subtitle
2130	ограбление	3	False	subtitle
2131	прыгать	3	False	subtitle
2132	переспать	3	False	subtitle
2133	хан	3	False	subtitle
2135	приглашение	3	False	subtitle
2136	урод	3	False	subtitle
2139	субтитр	3	False	subtitle
2140	награда	3	False	subtitle
2142	одиночка	3	False	subtitle
2146	разбудить	3	False	subtitle
2147	квартал	3	False	subtitle
2148	цру	3	False	subtitle
2149	уладить	3	False	subtitle
2150	обвинить	3	False	subtitle
2155	сенатор	3	False	subtitle
2156	старое	3	False	subtitle
2159	футбол	3	False	subtitle
2165	приступ	3	False	subtitle
2166	торт	3	False	subtitle
2169	попрощаться	3	False	subtitle
2173	классно	3	False	subtitle
2175	кайло	3	False	subtitle
2177	отправлять	3	False	subtitle
2178	ди	3	False	subtitle
2179	жара	3	True	subtitle
2180	как-нибудь	3	False	subtitle
2183	бред	3	False	subtitle
2185	ван	3	False	subtitle
2190	окончить	3	False	subtitle
2192	донна	3	False	subtitle
2193	вирус	3	False	subtitle
2195	настаивать	3	False	subtitle
2198	бассейн	3	False	subtitle
2201	сосредоточиться	3	False	subtitle
2203	отключить	3	False	subtitle
2204	навредить	3	False	subtitle
2208	поверьте	3	False	subtitle
2209	обещание	3	False	subtitle
2211	живо	3	False	subtitle
2216	рай	3	False	subtitle
2217	предпочесть	3	False	subtitle
2218	починить	3	False	subtitle
2219	росс	3	False	subtitle
2221	нарушить	3	False	subtitle
2222	ён	3	False	subtitle
2229	драка	3	False	subtitle
2232	упоминать	3	False	subtitle
2235	грёбаный	3	False	subtitle
2237	красавица	3	False	subtitle
2243	вчерашний	3	False	subtitle
2245	скучно	3	False	subtitle
2247	солгать	3	False	subtitle
2250	покидать	3	False	subtitle
2253	сие	3	False	subtitle
2254	беречь	3	False	subtitle
2255	репутация	3	False	subtitle
2256	допрос	3	False	subtitle
2258	ниже	3	False	subtitle
2259	рейчел	3	False	subtitle
2262	врн	3	False	subtitle
2263	настать	3	False	subtitle
2264	ненадолго	3	False	subtitle
2266	попасться	3	False	subtitle
2274	проследить	3	False	subtitle
2275	короче	3	False	subtitle
2276	давить	3	False	subtitle
2282	теб	3	False	subtitle
2283	просыпаться	3	False	subtitle
2285	невероятный	3	False	subtitle
2286	кое-какой	3	False	subtitle
2287	ак	3	False	subtitle
2289	г-н	3	False	subtitle
2295	охотник	3	False	subtitle
2296	приготовиться	3	False	subtitle
2297	официально	3	False	subtitle
2298	козёл	3	False	subtitle
2299	медведь	3	False	subtitle
2303	заболеть	3	False	subtitle
2304	присмотреть	3	False	subtitle
2305	напиток	3	False	subtitle
2306	ну-ка	3	False	subtitle
2309	змея	3	False	subtitle
2310	лифт	3	False	subtitle
2311	замолчать	3	False	subtitle
2312	вдвоём	3	False	subtitle
2313	невиновный	3	False	subtitle
2320	отнести	3	False	subtitle
2321	студия	3	False	subtitle
2327	месть	3	False	subtitle
2334	присматривать	3	False	subtitle
2335	нелегко	3	False	subtitle
2336	хрень	3	False	subtitle
2342	заканчивать	3	False	subtitle
2344	клиника	3	False	subtitle
2346	одетый	3	False	subtitle
2347	волшебный	3	False	subtitle
2348	дракон	3	False	subtitle
2349	осмотреть	3	False	subtitle
2351	су	3	False	subtitle
2352	прикрыть	3	False	subtitle
2353	куда-нибудь	3	False	subtitle
2360	отследить	3	False	subtitle
2362	лампа	3	True	subtitle
2364	одолжить	3	False	subtitle
2368	частый	3	False	subtitle
2370	парка	3	False	subtitle
2371	брюки	3	True	subtitle
2372	бельё	3	False	subtitle
2374	оплатить	3	False	subtitle
2378	поменять	3	False	subtitle
2380	замужем	3	False	subtitle
2381	отказать	3	False	subtitle
2383	подставить	3	False	subtitle
2386	туфля	3	False	subtitle
2387	бля	3	False	subtitle
2388	запустить	3	False	subtitle
2398	сеньор	3	False	subtitle
2402	подвести	3	False	subtitle
2403	жених	3	False	subtitle
2404	новенький	3	False	subtitle
2405	террорист	3	False	subtitle
2406	выгнать	3	False	subtitle
2407	обидеть	3	False	subtitle
2408	повар	3	True	subtitle
2409	виски	3	False	subtitle
2411	рейс	3	False	subtitle
2412	хэнк	3	False	subtitle
2413	спускаться	3	False	subtitle
2415	посидеть	3	False	subtitle
2417	прятать	3	False	subtitle
2418	задумать	3	False	subtitle
2419	плач	3	False	subtitle
2420	поспать	3	False	subtitle
2424	ванна	3	False	subtitle
2425	заложник	3	False	subtitle
2429	шпион	3	False	subtitle
2432	проехать	3	False	subtitle
2433	свалить	3	False	subtitle
2435	гонка	3	False	subtitle
2439	надолго	3	False	subtitle
2444	да-да	3	False	subtitle
2445	увести	3	False	subtitle
2449	мороженое	3	False	subtitle
2451	пёп	3	False	subtitle
2452	выкинуть	3	False	subtitle
2454	алкоголь	3	False	subtitle
2456	чудовище	3	False	subtitle
2457	смириться	3	False	subtitle
2461	фигня	3	False	subtitle
2462	засранец	3	False	subtitle
2467	я-то	3	False	subtitle
2470	шок	3	False	subtitle
2471	отрицать	3	False	subtitle
2473	потерпеть	3	False	subtitle
2475	секундочка	3	False	subtitle
2476	достаться	3	False	subtitle
2479	слепой	3	False	subtitle
2480	хуй	3	False	subtitle
2484	наказать	3	False	subtitle
2487	церемония	3	False	subtitle
2488	гараж	3	False	subtitle
2490	веселиться	3	False	subtitle
2495	куда-то	3	False	subtitle
2496	тренировка	3	False	subtitle
2497	натворить	3	False	subtitle
2498	порвать	3	False	subtitle
2499	дитя	3	False	subtitle
2500	навестить	3	False	subtitle
2501	взорваться	3	False	subtitle
2503	пристрелить	3	False	subtitle
2504	повеселиться	3	False	subtitle
2506	овощ	3	True	subtitle
2507	немножко	3	False	subtitle
2509	пожалеть	3	False	subtitle
2513	корова	3	False	subtitle
2516	удалить	3	False	subtitle
2517	кузен	3	False	subtitle
2519	херня	3	False	subtitle
2521	звёздный	3	False	subtitle
2522	пожарный	3	False	subtitle
2525	посреди	3	False	subtitle
2526	браво	3	False	subtitle
2527	повреждение	3	False	subtitle
2528	легенда	3	False	subtitle
2530	заехать	3	False	subtitle
2532	нажать	3	False	subtitle
2533	присаживаться	3	False	subtitle
2534	где-нибудь	3	False	subtitle
2535	прям	3	False	subtitle
2536	департамент	3	False	subtitle
2538	проникнуть	3	False	subtitle
2543	курица	3	False	subtitle
2546	тащить	3	False	subtitle
2550	дети	3	True	trki_only
2551	ть	3	False	subtitle
2552	глянуть	3	False	subtitle
2554	люди	3	True	trki_only
2558	троллейбус	3	True	trki_only
2559	толк	3	False	subtitle
2560	умываться	3	True	trki_only
2561	изменять	3	False	subtitle
2562	путём	3	False	subtitle
2566	мак	3	False	subtitle
2571	юбка	3	True	subtitle
2573	страховка	3	False	subtitle
2575	соврать	3	False	subtitle
2576	кейся	3	False	subtitle
2578	правосудие	3	False	subtitle
2579	целоваться	3	False	subtitle
2580	алиби	3	False	subtitle
2585	налево	3	False	subtitle
2587	неудачник	3	False	subtitle
2588	яд	3	False	subtitle
2589	велосипед	3	False	subtitle
2591	дура	3	False	subtitle
2594	похоронить	3	False	subtitle
2595	осознать	3	False	subtitle
2596	довериться	3	False	subtitle
2597	кукла	3	False	subtitle
2599	наделать	3	False	subtitle
2604	ай	3	False	subtitle
2605	снимок	3	False	subtitle
2610	проститутка	3	False	subtitle
2611	жуткий	3	False	subtitle
2612	кто-либо	3	False	subtitle
2613	восстановить	3	False	subtitle
2615	обида	3	False	subtitle
2619	приветствовать	3	False	subtitle
2621	сокровище	3	False	subtitle
2622	засунуть	3	False	subtitle
2624	пригодиться	3	False	subtitle
2625	заснуть	3	False	subtitle
2626	благодарность	3	False	subtitle
2628	пилот	3	False	subtitle
2629	блюдо	3	False	subtitle
2630	отстой	3	False	subtitle
2634	мелочь	3	False	subtitle
2635	съёмка	3	False	subtitle
2636	юрист	3	False	subtitle
2637	подозрение	3	False	subtitle
2643	печение	3	False	subtitle
2644	аминь	3	False	subtitle
2645	наплевать	3	False	subtitle
2647	робот	3	False	subtitle
2648	сант	3	False	subtitle
2649	сводить	3	False	subtitle
2650	неловко	3	False	subtitle
2651	уснуть	3	False	subtitle
2652	кража	3	False	subtitle
2656	разочаровать	3	False	subtitle
2657	второе	3	False	subtitle
2658	чуть-чуть	3	False	subtitle
2659	чемодан	3	False	subtitle
2661	крошка	3	False	subtitle
2663	сперва	3	False	subtitle
2664	твориться	3	False	subtitle
2668	ла	3	False	subtitle
2672	задержаться	3	False	subtitle
2673	скрыть	3	False	subtitle
2675	чокнутый	3	False	subtitle
2676	спрятаться	3	False	subtitle
2677	кролик	3	False	subtitle
2679	столкнуться	3	False	subtitle
2680	спеть	3	False	subtitle
2683	сволочь	3	False	subtitle
2691	мо	3	False	subtitle
2692	мадемуазель	3	False	subtitle
2693	что-либо	3	False	subtitle
2696	грант	3	False	subtitle
2697	сан	3	False	subtitle
2698	похищение	3	False	subtitle
2699	заводить	3	False	subtitle
2700	заполучить	3	False	subtitle
2702	катастрофа	3	False	subtitle
2706	биться	3	False	subtitle
2707	чемпион	3	False	subtitle
2708	временной	3	False	subtitle
2709	избегать	3	False	subtitle
2710	рш	3	False	subtitle
2711	вмешиваться	3	False	subtitle
2712	дженять	3	False	subtitle
2713	заново	3	False	subtitle
2715	плавать	3	False	subtitle
2716	заканчиваться	3	False	subtitle
2718	предатель	3	False	subtitle
2719	сердечный	3	False	subtitle
2722	прогуляться	3	False	subtitle
2727	облажаться	3	False	subtitle
2728	наружу	3	False	subtitle
2738	заполнить	3	False	subtitle
2740	разбитый	3	False	subtitle
2745	ложка	3	True	subtitle
2746	приключение	3	False	subtitle
2747	мсьё	3	False	subtitle
2752	пасть	3	False	subtitle
2753	бесплатно	3	False	subtitle
2754	слуга	3	False	subtitle
2755	подпись	3	False	subtitle
2757	поспорить	3	False	subtitle
2759	дружок	3	False	subtitle
2764	домик	3	False	subtitle
2766	чей-то	3	False	subtitle
2769	собачий	3	False	subtitle
2770	проваливать	3	False	subtitle
2771	красть	3	False	subtitle
2773	ревновать	3	False	subtitle
2775	бо	3	False	subtitle
2776	трахаться	3	False	subtitle
2779	взорвать	3	False	subtitle
2780	новичок	3	False	subtitle
2781	удивлённый	3	False	subtitle
2783	бесполезный	3	False	subtitle
2785	жарко	3	False	subtitle
2786	комиссар	3	False	subtitle
2787	хмм	3	False	subtitle
2788	бокал	3	False	subtitle
2789	прогулка	3	False	subtitle
2790	неправильный	3	False	subtitle
2791	любовник	3	False	subtitle
2795	пенни	3	False	subtitle
2796	предупреждение	3	False	subtitle
2800	уверять	3	False	subtitle
2801	завидовать	3	False	subtitle
2803	мотоцикл	3	False	subtitle
2804	видение	3	False	subtitle
2805	впустить	3	False	subtitle
2806	соус	3	False	subtitle
2809	посуда	3	True	subtitle
2810	нерв	3	False	subtitle
2812	переводить	3	True	subtitle
2813	выставить	3	False	subtitle
2815	вертолёт	3	False	subtitle
2816	э-э	3	False	subtitle
2817	терапия	3	False	subtitle
2819	беспокойство	3	False	subtitle
2820	езжать	3	False	subtitle
2821	голосовать	3	False	subtitle
2823	какой-либо	3	False	subtitle
2824	парковка	3	False	subtitle
2826	недалеко	3	False	subtitle
2830	удобно	3	False	subtitle
2832	дл	3	False	subtitle
2833	иск	3	False	subtitle
2838	фу	3	False	subtitle
2840	фанат	3	False	subtitle
2842	продюсер	3	False	subtitle
2844	забить	3	False	subtitle
2846	направо	3	False	subtitle
2847	дорогуша	3	False	subtitle
2848	слышный	3	False	subtitle
2849	смотреться	3	False	subtitle
2850	доставать	3	False	subtitle
2854	бал	3	False	subtitle
2857	высочество	3	False	subtitle
2858	некуда	3	False	subtitle
2860	сердиться	3	False	subtitle
2862	из-под	3	False	subtitle
2865	завтрашний	3	False	subtitle
2866	превосходно	3	False	subtitle
2867	захотеться	3	False	subtitle
2868	развлекаться	3	False	subtitle
2869	отомстить	3	False	subtitle
2874	коктейль	3	False	subtitle
2875	хорошенько	3	False	subtitle
2881	стрелка	3	False	subtitle
2882	завершить	3	False	subtitle
2883	марь	3	False	subtitle
2885	заказывать	3	False	subtitle
2886	смелый	3	False	subtitle
2888	чжина	3	False	subtitle
2889	полгода	3	False	subtitle
2890	опухоль	3	False	subtitle
2892	сидение	3	False	subtitle
2896	привлекательный	3	False	subtitle
2898	вот-вот	3	False	subtitle
2899	отпускать	3	False	subtitle
2900	смертный	3	False	subtitle
2901	мудак	3	False	subtitle
2903	обезьяна	3	False	subtitle
2906	аптека	3	True	subtitle
2907	шестой	3	False	subtitle
2908	спятить	3	False	subtitle
2910	оправдание	3	False	subtitle
2911	делиться	3	False	subtitle
2913	плоть	3	False	subtitle
2915	одеть	3	False	subtitle
2916	позор	3	False	subtitle
2917	советник	3	False	subtitle
2918	повести	3	False	subtitle
2919	разойтись	3	False	subtitle
2920	ти	3	False	subtitle
2922	сломаться	3	False	subtitle
2923	замешать	3	False	subtitle
2924	хирург	3	False	subtitle
2925	тошнить	3	False	subtitle
2926	обыскать	3	False	subtitle
2928	разрешать	3	False	subtitle
2929	терпение	3	False	subtitle
2930	очаровательный	3	False	subtitle
2931	сбросить	3	False	subtitle
2932	игнорировать	3	False	subtitle
2933	сдохнуть	3	False	subtitle
2934	сиська	3	False	subtitle
2935	окружный	3	False	subtitle
2937	шоколад	3	False	subtitle
2938	валить	3	False	subtitle
2940	расписание	3	False	subtitle
2941	атаковать	3	False	subtitle
2942	убежище	3	False	subtitle
2943	синьор	3	False	subtitle
2945	тост	3	False	subtitle
2946	освобождение	3	False	subtitle
2947	тварь	3	False	subtitle
2948	прикончить	3	False	subtitle
2949	слабость	3	False	subtitle
2951	очко	3	False	subtitle
2952	нарисовать	3	False	subtitle
2954	подушка	3	False	subtitle
2955	хреновый	3	False	subtitle
2956	выпускной	3	False	subtitle
2959	расследовать	3	False	subtitle
2960	опознать	3	False	subtitle
2961	поклясться	3	False	subtitle
2963	подержать	3	False	subtitle
2964	напиться	3	False	subtitle
2966	скрытый	3	False	subtitle
2968	поместить	3	False	subtitle
2969	шина	3	False	subtitle
2970	деться	3	False	subtitle
2971	учёба	3	False	subtitle
2972	вика	3	False	subtitle
2973	красавчик	3	False	subtitle
2976	сейф	3	False	subtitle
2977	поужинать	3	False	subtitle
2979	роуз	3	False	subtitle
2980	дать-ка	3	False	subtitle
2981	жирный	3	False	subtitle
2985	решётка	3	False	subtitle
2988	веселие	3	False	subtitle
2990	мода	3	False	subtitle
2991	переезжать	3	False	subtitle
2992	подвезти	3	False	subtitle
2993	фальшивый	3	False	subtitle
2994	кататься	3	False	subtitle
2995	четверо	3	False	subtitle
2996	отрезать	3	False	subtitle
2998	славный	3	False	subtitle
3000	футболка	3	False	subtitle
